Comentário,Nota
facilidade na hora do pagamento e parcelado com um bom atendimento de todos .,10
"na fatura do meu cartão veio cobrando juros de financiamento no valor de r $ :12,42 que nunca tinha cobrado no ano de 2021 , além de pagar todo mês anuidade no valor de r $ :16,99. achei um absurdo . vou ligar para o sac para reclamar , já liguei para o atendimento do  e não resolveu",3
pela facilidade de compras,10
"é muito complicado fazer atualização de dados pessoais , seria bem fácil se fizesse pelo o aplicativo . o meu cartão foi bloqueado , chegou o novo ... estou sem ver a minha fatura pois tenho que atualizar meu telefone ... por isso 6",6
"olá uso muito o cartão e o aplicativo e faço compras nas lojas , gostaria muito de ser premiada no aplicativo verão . obrigada !",10
nunca aumentou meu limite e nem bandeirou meu cartão,0
um cartão muito bom recomendo muito,10
por não pagar anuidade ! ! !,9
praticidade e vantagens nos descontos,10
sou cliente há mais de 20 anos . só lamento não aumentarem o limite depois de tanta fidelidade.mesmo assim eu recomendo .,10
limite de compra muito baixo,6
eu sinto muito satisfeito por ter um cartão de crédito,10
rapido e pontual,9
tudo para mim foi ótimo não sei se o amigo ou familiar vai ter a mesma concepção minha,9
anuidade e juros,0
"sim sinto_me satisfeito , porém um pouco chateado pq vcs trocaram de app . por esse motivo encontro dificuldade para vc o app do cartão secomsud",10
nunca pensei que esse cartão fosse tão bom '' sentido agradecida,10
"praticidade organização , tranquilidade para o cliente",10
confiabilidade e facilidade,10
mt bom,9
prático .,10
péssimo atendimento,2
e que este cartão eu posso recomenda pra todos us meus amigos ele é exelente,10
"gosto muito do cartão , mais o aplicativo deixa a desejar .",10
nunca tive problema em usa o cartão,10
agilidade dos atendentes,10
parcela as compras no mercantil com juros o cartão tem um limite.confuso,2
bom atendimento e preços especiais .,10
agilidade e bom atendimento sempre,10
já uso há muitos anos .,10
aceitação em qualquer estabelecimento,10
super fácil de utilizar e realizar compras .,10
"bom atendimento , boas mercadorias e melhores opções de parcelamento ; também gostaria de agradecer pelas cadeiras elétricas que têm me ajudado muito em poder fazer minhas compras , porque tenho dificuldade de locomoção . muito agradeço ao super mercado",10
excelente atendimento e qualidade nós produtos .,10
parcelamentos e desconto em alimentos e eletros no,10
limite baixo e a taxa e alta,0
limite baixo,7
"limites e acesso à loja para dúvidas , pagamentos e promoções .",10
satisfaçao em tudo que preciso de um supermercado.mas precisa melhorar os prêços .,10
"variedades de produtos , promoções , atendimento , estacionamento .",10
e que no boleto vem indicado coisas que não pedimos e temos que pagar ! fora isto o cartão e ótimo .,8
gostei,10
aceita em todos os lugares .,10
muito bom de usar e muito fácil gostei,10
excelente e atendimento de qualidade .,10
um bom cartão sem burocracia,10
h,10
o cartão e ótimo,10
muito bom nunca me deixa na mão por isso sempre pago o total em dias,10
cartao aceito em todos estabelecimentos,10
eu nunca tive um cartão que eu comprasse em qualquer lugar gostei demais deste,10
"não superou minhas expectativas . pago em dias minhas faturas mas nunca aumenta meu limite . já pedi p cancelar a anuidade nunca cancelam . sinceramente gostava muito de comprar neste cartão mas hoje eu evito , ainda não cancelei pq ligo e tbm nunca atendem passo horas aguardando que alguém atenda . minha nota é 01. eu me considero uma boa cliente tudo pago em dias mas vcs não reconhecem .",1
já tive vários problemas,7
o cartão é complicado e não oferece desconto que pensamos ? não é explicativo,5
só em a equipe do trata o cliente bem já ficamos com muita satisfação então dei minha nota 10,10
cartão mercantil rodrigue calçada e muito bom eselente aténdimento ass.adilsonalves,10
"porque eu faço minhas compras com ele , divido como eu quero ....",10
bom atendendimento !,10
bom atendimento e rapidez,10
"sou sempre muito bem atendido , mas dessa vez faltou uma mercadoria , que comprei posteriormente .",9
"muito complicado entender os limites de crédito , esse cartão não respeita o cliente , diversas vezes quando a fatura está fechada e ainda não vencida e dentro do limite do crédito a compra sempre foi recusada , péssimo cartão e ainda cobram uma fortuna de anuidade , absurdo , tenho certeza que cancelarei a qualquer momento .",4
sempre q uso é muito bom,10
o aplicativo não funciona,5
em outros supermercados tive a opção de dividir o pagamento sem juros . não tive esta opção no mercantil rodrigues .,8
tudo de bom ? ? ? ? ? ? ? ?,10
"facilita o parcelamento , porém deveria ser até 03 vezes sem acréscimo de juros",7
as ofertas e desconto são bons .,7
"filas mal organizadas , poucos caixa e falta de indicação para prioridades .",9
"porque só tenho esse , e já é suficiente .",10
me atende bem,9
"rapidinho , só poderiam aumentar meu limite que é pouco ? ? ? ?",10
"o cartão não é o que eu esperava , não parcela todos os produtos comprados no g. , tem unidade de 12 meses e outras taxas que mesmo sem comprar pagamos uma alta taxa . não estou satisfeita",5
5 porém tem mais de 4 anos que tenho o cartao compro muito e pago certinho e nunca aumentaram meu limite,5
a facilidade de adquirir produtos para minha residência .,10
é muito bom,10
muito.bom,9
muito bom e eficiente,10
gosto do mercantil facilita ad parcelas,9
aumente meu limite por favor,8
vocês não dão um aumento de crédito já tenho 4 anos com esse cartão,5
o valor de avista,10
por que é enganado no quesito taxa e anuidade,0
bom atendimento o mal q pra aumento de limites demora muito,9
muito prático e eficiente .,10
na loja que eu compro em brotas/ssa nem sempre consta os produtos anuciado nos encartes . o atendimento no caixa tem sido muito lento .,5
limite desse cartão muito pouco e não almentar,0
por ter acesso fácil,2
"sempre uma loja perto de você , e os preços são imbatíveis .",10
excelente cartão passa em qualquer lugar,9
bom,10
motivo a pessoa pagar 17 reais de anuidades .. não existe,0
minha nota é 5 .,5
"sobre o cartão exclusivamente não tenho queixa ? a nota 08 é por outras razões ? . funcionários brutos , sem educação , ofertas q não aparece no app mas tá na loja e por isso não pode ser ativada . enfim ? falta muito pra ter nota 10 , na minha opinião",8
a anuidade muito alta hoje tem cartão sem anuidade . gostaria até que abaixasse o meu .,3
"há mais de 5 anos que o meu limite é o mesmo , os meus cartões do itaú aumentam automaticamente . já está em r $ 26.000,00 e o continua no mesmo valor .",0
"top , mais queria que aumentasse meu limite mais pois tenho cartões de 7 mil reais , e sou dono de lanchonete faço muitíssima compra",10
"loja bem arrumada , produtos na promoção e tem tudo que preciso .",10
efetivo quando solicitado .,9
muitas taxas . anuidade alta .,3
devido a anuidade ser muito cara,8
preço justo,10
"melhor cartão que existe , limite bom , melhor do mercado",10
o cartão é excelente,10
muito bom recomendo,10
um pouco só sastifeita porque deu muito trabalho para mada outro cartão sendo que meu foi clonado,5
"eu gosto da praticidade desse cartão , com ele consigo comprar o que quero e gosto , por isso indico quem quiser fazer um cartão , que seja ",10
facilidade e confiança para usar o cartao,9
"preço acessível , diversidade de produtos",9
nos momentos mais difíceis ele nos socorre,10
cartão ótimo pode comprar parcelado em 4 vezes e tem desconto comprando no cartão ....,10
boa atenção dos funcionários,10
super bom no preço no atendimento e na qualidade entre outros,10
cartão muito bom passa em todos os lugares se a anuidade não fosse muito cara era nota 10 .,7
porque eu tenho a muitos anos desde quando venho pra salvador e nunca fiquei na mão sempre tenho a facilidade de pagamento . obrigada .,10
porque o limite é poco e cuando paga só pode comprar com 48horas,7
cartão confiável em qualquer lugar .,10
g. é o supermercado preferido .,10
pela facilidade de uso do cartão,10
ele é muito bom !,10
dispensa comentário,10
por ser aceito em todos os lugares em que preciso . muito bem aceito .,10
forma de parcelamento,10
fui maltrata na loja e ainda passaram mais do que deviam os itens,0
facilidade de aceitação em outros lugares,7
a nuidade q é muito alta,7
estou muito satisfeito,9
anuidade muito caro,0
"estou satisfeita , com o cartão aceita tambem em outras repartições .. recomendaria para outras pessoas .",10
rapidez e eficiência,10
"minha compra na loja não foi aprovada porque fiz uma compra na magalu aprovada , mas mesmo assim meu cartão teve bloqueio temporário . passei vergonha na fila da loja é perdi tempo para o desbloqueio com uma porrada de perguntas .",0
as ofertas do são maravilhosas e o cartão facilita na compra,10
essa nota por que utilizo ele e o limite não aumenta,7
local muito bom e preço bons,10
"bom atendimento , desconto no cartão .",10
gosto muito de fazer minhas compras no não abro mão de la boa noite,10
indiquei 8 pois não recebem valores alto de pagamento na própria loja pois temos que ir a banco quando os valores passam de 3500,8
"poderia nao ter anuidade , pago todo mes 20 reais de anuidade",7
responde as minhas expectativas.gostaria de um limite maior,8
ótimo limite,10
linha de credito do cartao e muito baixa e ainda se paga anuidade,0
venho pedindo o aumento de valor de cartão e vocês não me dão resposta a minha irmã fez o cartão no mesma hora liberou 3500-00 e o meu e de 600 '' 00 reais,2
deixa a desejar alguma coisa,8
perfeitamente,10
recomendo muito esse cartão e bom de mais,8
boa noite na hora de fazer o cartão falaram que não tem juros em nada das compras quando finalmente fiz foi que vir a realidade,3
pra ser 10 deveria não ter anuidade fora isso e bom cartão,7
por vocês nunca mandar a fatura para meu e-maill . ha mais de ano vou pegar a fatura tidos os meses no .,5
sempre compro e gosto dos preços,9
acho muito caro a mensalidade do cartão,1
pessima as inuidades muito caro,5
é top por isso que dou 10,10
"o atendimento , só não entendo porque eu eu tenho o limite muito pequeno em referência ao meu salário de funcionário público federal de r $ 18.000,00 e tenho um cartão de r $ 920,00 de crédito e pago as faturas total ... ?",10
pq não tenho aumento de limite nunca,5
não fiz compra no cartão prestas,0
"praticidade , facilita muito minha vida !",10
limite baixo .,6
valor baixo de compra e anuidade alta,4
otimoo,10
"fiz a compra e qdo fui parcelar em 2 vezes eu não pude parcelar ítens como refrigerante e produto de limpeza , teriam q ser pagos a vista , portanto eu arrependi de ter feito esse cartão , já que não posso parcelar ítens tão necessários . decepcionada , estou pensando em cancelar o cartão .",0
"ótima aceitação do cartão nas lojas , boa margem oferecida e facilidade de emissão de fatura e pagamento",10
não vou dá mas nota porque a anos eu tenho o cartão e nunca aumenta o limite,5
e um cartão que não tem problema .,9
praticidade,8
limite baixo,5
por conta do valor da anuidade etc ...,8
e um ótimo cartão para compras em variados lugares,10
ñ temos asseso a nada sobre o mesmo,0
eu gosto do cartão só que meu limite é pouco é não consigo aumenta pois sou autônomo quando fiz me falaram que a cada três meses aumentava,9
não tem limite passei vergonha na loja,0
não apresenta novidades e não atende muito bem sempre fica jogando para outras pessoas atender,0
pois a anuidade e bastante alta ..,7
"no , tem sempre tudo que uma dona de casa procura . e o melhor , tudo com preço ótimo . e as facilidades no cartão é maravilhosa .",10
